,ID,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_Lvl,Age,Age_Group,AgeGroup_inSymbol,Income_Group,Active_Cust,Child_Status
481,5154,Master,Single,37760,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,3,41,Middle Age Adult,3,High,Active,With Child
482,8346,Graduation,Single,32233,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,2,38,Adult,2,High,Active,With Child
483,1676,Graduation,Married,43057,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,2,38,Adult,2,High,Active,With Child
484,9286,Master,Married,83151,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,3,52,Middle Age Adult,3,High,Passive,Without Child
485,2426,PhD,Single,78825,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,3,48,Middle Age Adult,3,High,Active,Without Child
486,5172,Master,Married,65104,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,3,37,Adult,2,High,Active,With Child
487,5562,Graduation,Married,60093,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,2,39,Adult,2,High,Passive,With Child
488,3436,Graduation,Married,14045,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,2,45,Middle Age Adult,3,High,Active,With Child
489,3921,Master,Single,28457,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,3,60,Elder,4,High,Passive,Without Child
490,3403,PhD,Married,78952,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,3,54,Middle Age Adult,3,High,Active,With Child
491,22,Graduation,Single,46310,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,2,36,Adult,2,High,Passive,With Child
492,10965,Graduation,Married,76005,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,2,58,Middle Age Adult,3,High,Active,Without Child
493,9426,Master,Single,58308,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,3,49,Middle Age Adult,3,High,Active,With Child
494,6605,PhD,Single,55614,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,3,69,Elder,4,High,Active,Without Child
495,3136,Master,Single,59432,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,3,51,Middle Age Adult,3,High,Active,With Child
496,8737,Graduation,Single,55563,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,2,36,Adult,2,High,Active,With Child
497,11088,PhD,Married,78642,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,3,42,Middle Age Adult,3,High,Active,With Child
498,716,PhD,Married,67911,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,3,65,Elder,4,High,Active,With Child
499,466,Graduation,Married,65275,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,2,69,Elder,4,High,Active,Without Child
500,9135,Graduation,Married,27203,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,2,62,Elder,4,High,Passive,With Child
501,10623,Master,Married,48330,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,3,52,Middle Age Adult,3,High,Active,With Child
502,8151,Basic,Married,24279,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,1,22,Adult,2,High,Active,Without Child
503,5140,PhD,Married,64355,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,3,27,Adult,2,High,Active,With Child
504,10160,Master,Married,50943,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,3,57,Middle Age Adult,3,High,Active,With Child
505,4945,Graduation,Single,53653,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,2,59,Middle Age Adult,3,High,Active,Without Child
506,10584,Graduation,Married,65665,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,2,37,Adult,2,High,Active,With Child
507,6071,Graduation,Single,81217,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,2,24,Adult,2,High,Active,Without Child
508,3386,Graduation,Married,34935,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,2,21,Adult,2,High,Active,Without Child
509,8939,Graduation,Single,61250,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,2,53,Middle Age Adult,3,High,Active,With Child
510,9925,PhD,Married,39665,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,3,32,Adult,2,High,Passive,With Child
511,4320,Graduation,Single,60152,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,2,34,Adult,2,High,Active,With Child
512,5389,Graduation,Married,48920,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,2,49,Middle Age Adult,3,High,Passive,With Child
513,6036,Master,Married,89120,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,3,55,Middle Age Adult,3,High,Active,Without Child
514,182,PhD,Married,44124,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,3,67,Elder,4,High,Active,With Child
515,203,Master,Single,81169,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,3,38,Adult,2,High,Active,Without Child
516,11025,Graduation,Married,36443,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,2,52,Middle Age Adult,3,High,Active,With Child
517,10203,Graduation,Single,26095,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,2,23,Adult,2,High,Active,With Child
518,4607,Graduation,Married,71367,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,2,54,Middle Age Adult,3,High,Active,Without Child
519,3711,Master,Married,80184,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,3,70,Elder,4,High,Active,Without Child
520,3696,Graduation,Single,30630,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,2,49,Middle Age Adult,3,High,Active,With Child
521,2532,Master,Single,73454,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,3,27,Adult,2,High,Passive,Without Child
522,9214,Graduation,Married,42691,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,2,22,Adult,2,High,Active,Without Child
523,4943,Graduation,Married,70503,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,2,59,Middle Age Adult,3,High,Active,Without Child
524,35,Graduation,Married,25545,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,2,25,Adult,2,High,Active,With Child
525,2258,Graduation,Married,32880,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,2,26,Adult,2,High,Active,With Child
526,4322,PhD,Married,77863,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,3,55,Middle Age Adult,3,High,Active,Without Child
527,713,Master,Married,50353,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,3,37,Adult,2,High,Active,Without Child
528,4702,Graduation,Single,61839,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,2,48,Middle Age Adult,3,High,Active,Without Child
529,3281,PhD,Married,49154,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,3,53,Middle Age Adult,3,High,Active,With Child
530,702,Master,Single,47682,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,3,38,Adult,2,High,Active,With Child
531,2004,Graduation,Single,72679,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,2,44,Middle Age Adult,3,High,Active,With Child
532,4769,Master,Married,57954,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,3,37,Adult,2,High,Active,With Child
533,4437,Graduation,Married,65316,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,2,51,Middle Age Adult,3,High,Active,With Child
534,8724,Graduation,Single,28567,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,2,31,Adult,2,High,Active,With Child
535,10741,Master,Married,47352,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,3,62,Elder,4,High,Active,With Child
536,1991,Graduation,Married,44931,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,2,47,Middle Age Adult,3,High,Active,With Child
537,6931,Graduation,Single,76982,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,2,47,Middle Age Adult,3,High,Active,Without Child
538,11096,Master,Married,57247,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,3,61,Elder,4,High,Active,With Child
539,304,Master,Single,22944,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,3,32,Adult,2,High,Active,With Child
540,3665,Master,Married,25315,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,3,36,Adult,2,High,Active,With Child
541,10591,Graduation,Single,43638,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,2,43,Middle Age Adult,3,High,Active,With Child
542,5036,PhD,Single,42710,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,3,28,Adult,2,High,Active,With Child
543,5547,PhD,Married,84169,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,3,31,Adult,2,High,Active,Without Child
544,7822,Graduation,Married,54058,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,2,37,Adult,2,High,Active,With Child
545,8541,Master,Married,24683,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,3,24,Adult,2,High,Passive,With Child
546,10955,Graduation,Single,85620,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,2,50,Middle Age Adult,3,High,Active,Without Child
547,4368,Graduation,Married,47850,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,2,33,Adult,2,High,Active,With Child
548,9671,Graduation,Married,19514,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,2,46,Middle Age Adult,3,High,Active,With Child
549,2256,Master,Married,27159,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,3,41,Middle Age Adult,3,High,Active,With Child
550,4279,Master,Single,39548,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,3,51,Middle Age Adult,3,High,Active,With Child
551,5371,Graduation,Single,21474,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,2,25,Adult,2,High,Active,With Child
552,9240,PhD,Single,60504,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,3,43,Middle Age Adult,3,High,Active,With Child
553,9460,Graduation,Married,22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,2,50,Middle Age Adult,3,High,Active,Without Child
554,9504,Master,Married,81698,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,3,64,Elder,4,High,Active,Without Child
555,8692,Graduation,Married,43462,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,2,60,Elder,4,High,Active,With Child
556,448,PhD,Single,54880,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,3,35,Adult,2,High,Active,With Child
557,8314,Graduation,Married,79908,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,2,31,Adult,2,High,Active,Without Child
558,8420,Master,Married,15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,3,43,Middle Age Adult,3,High,Active,Without Child
559,3174,Graduation,Married,87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,2,54,Middle Age Adult,3,High,Active,With Child
560,7685,Graduation,Married,33039,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,2,35,Adult,2,High,Active,With Child
561,3179,Graduation,Single,81741,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,2,33,Adult,2,High,Active,Without Child
562,9780,Master,Married,71499,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,3,42,Middle Age Adult,3,High,Active,With Child
563,10681,Master,Married,62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,3,44,Middle Age Adult,3,High,Active,With Child
564,10232,PhD,Single,48799,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,3,50,Middle Age Adult,3,High,Active,With Child
565,4184,PhD,Married,52157,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,3,64,Elder,4,High,Active,With Child
566,9120,Graduation,Single,66565,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,2,50,Middle Age Adult,3,High,Active,With Child
567,891,Master,Married,29298,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,3,62,Elder,4,High,Active,With Child
568,10381,Graduation,Single,47691,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,2,34,Adult,2,High,Active,With Child
569,3525,Graduation,Married,38200,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,42,Middle Age Adult,3,High,Active,With Child
570,6818,Graduation,Married,44989,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,2,38,Adult,2,High,Active,With Child
571,3526,PhD,Married,38443,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,3,46,Middle Age Adult,3,High,Active,With Child
572,8181,Master,Single,38593,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,3,35,Adult,2,High,Active,With Child
573,1029,PhD,Married,64413,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,3,43,Middle Age Adult,3,High,Active,With Child
574,7369,Master,Married,36959,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,3,32,Adult,2,High,Active,With Child
575,2574,PhD,Married,61996,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,3,36,Adult,2,High,Active,With Child
576,8159,Graduation,Married,51287,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,2,46,Middle Age Adult,3,High,Active,With Child
577,1160,Graduation,Married,13260,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,2,43,Middle Age Adult,3,Upper Middle,Active,With Child
578,10242,PhD,Married,47472,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,3,47,Middle Age Adult,3,High,Active,With Child
579,5253,Master,Married,54603,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,3,57,Middle Age Adult,3,High,Active,With Child
580,5966,PhD,Married,45207,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,3,38,Adult,2,High,Active,With Child
581,5314,Graduation,Married,40689,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,2,62,Elder,4,High,Active,With Child
582,5081,Master,Married,47821,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,3,46,Middle Age Adult,3,High,Active,With Child
583,5123,Master,Married,27450,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,3,62,Elder,4,High,Active,Without Child
584,5756,Graduation,Married,39453,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,2,31,Adult,2,High,Active,With Child
585,8036,Master,Married,26850,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,3,43,Middle Age Adult,3,High,Active,With Child
586,9058,Graduation,Single,79800,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,2,57,Middle Age Adult,3,High,Active,Without Child
587,5057,Master,Married,61794,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,3,52,Middle Age Adult,3,High,Active,With Child
588,254,Graduation,Married,53863,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,2,59,Middle Age Adult,3,High,Active,With Child
589,4179,Graduation,Married,24221,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,2,54,Middle Age Adult,3,High,Passive,Without Child
590,3710,PhD,Single,39684,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,3,28,Adult,2,High,Active,With Child
591,7627,Master,Married,92163,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,3,37,Adult,2,High,Active,Without Child
592,4501,Master,Single,69882,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,3,48,Middle Age Adult,3,High,Passive,Without Child
593,6424,Graduation,Married,33178,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,2,37,Adult,2,High,Active,With Child
594,3075,PhD,Married,59973,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,3,41,Middle Age Adult,3,High,Active,Without Child
595,4992,Master,Married,17459,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,3,38,Adult,2,High,Active,With Child
596,5252,Graduation,Single,23910,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,2,43,Middle Age Adult,3,High,Active,With Child
597,7444,Master,Married,42169,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,3,44,Middle Age Adult,3,High,Active,With Child
598,6919,Master,Married,26224,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,3,35,Adult,2,High,Active,With Child
599,3537,Graduation,Married,31089,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,2,31,Adult,2,High,Active,With Child
600,10277,Graduation,Single,30081,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,2,52,Middle Age Adult,3,High,Active,With Child
601,2453,Graduation,Married,62807,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,2,52,Middle Age Adult,3,High,Active,With Child
602,7972,Graduation,Single,72906,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,2,58,Middle Age Adult,3,High,Active,Without Child
603,895,PhD,Married,61467,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,3,64,Elder,4,High,Active,With Child
604,1177,Master,Married,49618,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,3,47,Middle Age Adult,3,High,Active,With Child
605,7141,Master,Single,21888,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,3,26,Adult,2,High,Active,With Child
606,7232,Graduation,Single,42429,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,2,41,Middle Age Adult,3,High,Passive,With Child
607,8477,Graduation,Single,26150,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,2,57,Middle Age Adult,3,High,Active,With Child
608,2457,Basic,Married,30801,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,1,37,Adult,2,High,Active,With Child
609,988,Graduation,Married,81168,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,2,49,Middle Age Adult,3,High,Active,Without Child
610,7930,Master,Single,26877,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,3,44,Middle Age Adult,3,High,Active,Without Child
611,4587,Master,Single,45006,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,3,69,Elder,4,High,Active,Without Child
612,6682,Basic,Married,18978,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,1,39,Adult,2,High,Active,With Child
613,6222,Graduation,Married,22574,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,2,46,Middle Age Adult,3,High,Active,With Child
614,10299,PhD,Single,48240,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,3,43,Middle Age Adult,3,High,Active,Without Child
615,3083,Graduation,Married,45837,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,2,39,Adult,2,High,Active,With Child
616,8953,Master,Single,35791,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,3,48,Middle Age Adult,3,High,Passive,With Child
618,8650,Graduation,Single,54162,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,2,35,Adult,2,High,Active,With Child
619,10862,Master,Married,30522,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,3,52,Middle Age Adult,3,High,Active,With Child
620,2782,PhD,Married,54456,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,3,52,Middle Age Adult,3,High,Active,With Child
621,6941,Graduation,Single,31632,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,2,42,Middle Age Adult,3,High,Passive,Without Child
622,10972,Graduation,Single,72298,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,2,65,Elder,4,High,Active,Without Child
623,10708,Master,Single,36975,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,3,35,Adult,2,High,Active,With Child
624,6583,Master,Married,72635,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,3,58,Middle Age Adult,3,High,Active,Without Child
625,3641,Graduation,Married,13624,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,2,37,Adult,2,Upper Middle,Passive,With Child
626,10156,Graduation,Single,84196,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,2,38,Adult,2,High,Active,With Child
627,4299,Graduation,Married,70971,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,2,52,Middle Age Adult,3,High,Active,With Child
628,3469,PhD,Single,34487,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,3,35,Adult,2,High,Passive,With Child
629,5063,Graduation,Single,28769,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,2,35,Adult,2,High,Active,With Child
630,10727,PhD,Married,69084,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,3,43,Middle Age Adult,3,High,Active,With Child
631,9624,PhD,Married,65488,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,3,56,Middle Age Adult,3,High,Active,Without Child
632,5156,Master,Married,62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,3,44,Middle Age Adult,3,High,Active,With Child
633,4376,Master,Single,32218,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,3,54,Middle Age Adult,3,High,Active,Without Child
634,8923,Graduation,Single,83917,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,2,40,Middle Age Adult,3,High,Active,Without Child
635,8461,Graduation,Single,46102,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,52,Middle Age Adult,3,High,Active,With Child
636,6945,Graduation,Single,84574,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,2,61,Elder,4,High,Active,Without Child
637,944,Graduation,Married,56181,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,2,51,Middle Age Adult,3,High,Active,With Child
638,1907,Master,Single,63120,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,3,62,Elder,4,High,Active,With Child
639,701,Graduation,Married,73691,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,2,42,Middle Age Adult,3,High,Active,With Child
640,3856,Graduation,Married,63381,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,2,52,Middle Age Adult,3,High,Active,With Child
641,4149,PhD,Married,76140,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,3,66,Elder,4,High,Active,Without Child
642,2131,PhD,Single,62859,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,3,53,Middle Age Adult,3,High,Active,With Child
643,2942,Graduation,Single,45906,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,2,49,Middle Age Adult,3,High,Active,With Child
644,1173,Master,Married,77632,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,3,66,Elder,4,High,Active,Without Child
645,4381,PhD,Married,46463,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,3,42,Middle Age Adult,3,High,Active,With Child
646,4611,Graduation,Married,105471,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,2,43,Middle Age Adult,3,High,Active,Without Child
647,3376,Master,Single,55282,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,3,43,Middle Age Adult,3,High,Active,With Child
648,4679,Master,Married,78710,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,3,37,Adult,2,High,Active,With Child
649,10928,Graduation,Married,66886,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,2,55,Middle Age Adult,3,High,Active,With Child
650,4248,Master,Single,98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,3,54,Middle Age Adult,3,High,Active,Without Child
651,6728,Graduation,Married,29103,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,2,27,Adult,2,High,Active,With Child
652,6661,Graduation,Married,67445,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,2,38,Adult,2,High,Active,With Child
653,4725,PhD,Married,50616,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,3,64,Elder,4,High,Active,With Child
654,3277,Graduation,Single,49431,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,2,57,Middle Age Adult,3,High,Active,With Child
